Aria | Composer | Opera | Voice/Fach | PDF URL
Vado incontro al fato estremo/我奔赴那残酷的命运 | Mozart, Wolfgang Amadeus | Mitridate, re di Ponto/本都国王米特里达特 | Mitridate | http://dme.mozarteum.at/DME/nma/nma_pdf.php?c=dnNlcD0zNyZwMT0yMTMmcDI9MjE4Jmw9MiZ0aXRsZT1OTUErSUklMkY1JTJGNCUzQStLJTNBKzg3JTJGMjArJTI4NzRhJTJGMjAlMjk=&cc=6e10c356cb05f84f48bc2ad8545de238
Wer hungrig bei der Tafel sitzt/饥肠辘辘赴宴者 | Mozart, Wolfgang Amadeus | Zaide/扎伊德 | Allazim | http://theoperadatabase.com/PDFs/Mozart/Baritone/Wer%20hungrig%20bei%20der%20Tafel%20sitzt.pdf
Nur mutig, ihr Freunde, dann lacht uns das Glück/朋友们，鼓起勇气，幸运将向我们微笑 | Mozart, Wolfgang Amadeus | Zaide/扎伊德 | Juan | http://theoperadatabase.com/PDFs/Mozart/Baritone/Nur%20mutig%20ihr%20Freunde.pdf
Herr und Freund, wie dank ich dir!/吾主吾友，何以为谢！ | Mozart, Wolfgang Amadeus | Zaide/扎伊德 | Allazim | http://dme.mozarteum.at/DME/nma/nma_pdf.php?c=dnNlcD01MSZwMT0zMiZwMj0zOCZsPTImdGl0bGU9Tk1BK0lJJTJGNSUyRjEwJTNBK0slM0ErMzQ0JTJGMDYrJTI4MzM2YiUyRjA2JTI5&cc=b3c708dc19682c690fc5e8d881d93630
Ihr Mächtigen seht ungerührt/你们权贵冷眼旁观 | Mozart, Wolfgang Amadeus | Zaide/扎伊德 | Allazim | http://dme.mozarteum.at/DME/nma/nma_pdf.php?c=dnNlcD01MSZwMT0xMjQmcDI9MTMwJmw9MiZ0aXRsZT1OTUErSUklMkY1JTJGMTAlM0ErSyUzQSszNDQlMkYxNCslMjgzMzZiJTJGMTQlMjk=&cc=19aa1d2f2d5e6e3ce31247a9622a5092
Ruhe sanft, der in mein Leben/温柔地安息，你曾闯入我的生命 | Mozart, Wolfgang Amadeus | Zaide/扎伊德 | Zaide | http://theoperadatabase.com/PDFs/Mozart/Soprano/Ruhe%20sanft%20der%20in%20mein%20Leben.pdf
Tiger! Wetze nur die Klauen/猛虎！磨利你的爪牙 | Mozart, Wolfgang Amadeus | Zaide/扎伊德 | Zaide | http://dme.mozarteum.at/DME/nma/nma_pdf.php?c=dnNlcD01MSZwMT0xMTQmcDI9MTIzJmw9MiZ0aXRsZT1OTUErSUklMkY1JTJGMTAlM0ErSyUzQSszNDQlMkYxMyslMjgzMzZiJTJGMTMlMjk=&cc=bdc98602ffea257d65bb81408c701678
Trostlos schluchzet Philomele/夜莺悲鸣 | Mozart, Wolfgang Amadeus | Zaide/扎伊德 | Zaide | http://theoperadatabase.com/PDFs/Mozart/Soprano/Trostlos%20schluchzet%20Philomele.pdf
Ja, nun lass das Schicksal wüten/是的，任凭命运肆虐吧 | Mozart, Wolfgang Amadeus | Zaide/扎伊德 | Alonso | http://theoperadatabase.com/PDFs/Mozart/Tenor/Ja%20nun%20lass%20das%20Schicksal%20wuten.pdf
Wackrer Freund, voll tiefer Scham steh ich vor dir/忠诚的朋友，满怀羞愧我站在你面前 | Mozart, Wolfgang Amadeus | Zaide/扎伊德 | Alonso | http://theoperadatabase.com/PDFs/Mozart/Tenor/Wackrer%20Freund%20voll%20tiefer%20Scham.pdf
Der stolze Löw' lässt sich zwar zähmen/骄傲雄狮虽可驯 | Mozart, Wolfgang Amadeus | Zaide/扎伊德 | Sultan Solimon | http://dme.mozarteum.at/DME/nma/nma_pdf.php?c=dnNlcD01MSZwMT03MSZwMj04NCZsPTImdGl0bGU9Tk1BK0lJJTJGNSUyRjEwJTNBK0slM0ErMzQ0JTJGMDkrJTI4MzM2YiUyRjA5JTI5&cc=ae996995414df983186116f3387b81d5
Ich bin so bös' als gut/我亦善亦恶 | Mozart, Wolfgang Amadeus | Zaide/扎伊德 | Sultan Solimon | http://dme.mozarteum.at/DME/nma/nma_pdf.php?c=dnNlcD01MSZwMT05MSZwMj0xMDcmbD0yJnRpdGxlPU5NQStJSSUyRjUlMkYxMCUzQStLJTNBKzM0NCUyRjExKyUyODMzNmIlMkYxMSUyOQ==&cc=ee80b8fa8c79c06998cddcf85a28e078
Mein Stolz soll deinen Stolz zerbrechen/我的骄傲将击碎你的骄傲 | Mozart, Wolfgang Amadeus | Zaide/扎伊德 | Zaram | http://theoperadatabase.com/PDFs/Mozart/Tenor/Mein%20Stoltz%20soll%20deinen%20Stoltz%20zerbrechen.pdf
Nur sie allein bewegt noch all mein Tun/唯有她仍牵动我所有行动 | Mozart, Wolfgang Amadeus | Zaide/扎伊德 | Zaram | http://theoperadatabase.com/PDFs/Mozart/Tenor/Nur%20sie%20allein%20bewegt%20noch%20all%20mein%20Tun.pdf
